DHSID,DHSYEAR,DHSCLUST,LATNUM,LONGNUM,URBAN_RURA
JO201200000408,2012,408,32.383797,36.08353,U
JO201200000409,2012,409,32.3741,36.08735,U
JO201200000412,2012,412,32.289677,36.49537,R
JO201200000414,2012,414,32.2484,36.49345,R
JO201200000421,2012,421,32.242035,36.739326,R
JO201200000424,2012,424,32.34223,36.55807,R
JO201200000435,2012,435,32.436844,36.154495,U
JO201200000436,2012,436,32.430237,36.0721,R
JO201200000441,2012,441,32.1585,36.28867,R
JO201200000445,2012,445,32.317905,35.817787,U
JO201200000447,2012,447,32.31538,35.836056,U
JO201200000449,2012,449,32.325813,35.846294,U
JO201200000451,2012,451,32.26915,35.808678,U
JO201200000453,2012,453,32.285164,35.80693,U
JO201200000455,2012,455,32.342564,35.86985,U
JO201200000456,2012,456,32.36233,35.878872,U
JO201200000461,2012,461,32.27949,35.81879,U
JO201200000463,2012,463,32.384937,35.934464,R
JO201200000464,2012,464,32.384567,35.925846,R
JO201200000465,2012,465,32.365173,35.95975,R
JO201200000467,2012,467,32.269016,35.829624,R
JO201200000471,2012,471,32.27914,35.91109,R
JO201200000472,2012,472,32.245697,35.89843,R
JO201200000486,2012,486,32.27682,35.883137,U
JO201200000488,2012,488,32.262356,35.89093,U
JO201200000493,2012,493,32.28333,35.894287,U
JO201200000503,2012,503,32.161335,35.893444,R
JO201200000507,2012,507,32.234238,35.84014,R
JO201200000510,2012,510,32.31139,35.751324,U
JO201200000514,2012,514,32.31014,35.763565,U
JO201200000515,2012,515,32.30143,35.755615,U
JO201200000518,2012,518,32.33971,35.748676,U
JO201200000519,2012,519,32.33666,35.75791,U
JO201200000523,2012,523,32.354893,35.6657,U
JO201200000524,2012,524,32.370667,35.67263,U
JO201200000525,2012,525,32.331703,35.638844,R
JO201200000530,2012,530,32.24444,35.716564,R
JO201200000533,2012,533,32.31792,35.743786,U
JO201200000534,2012,534,32.327885,35.75267,U
JO201200000537,2012,537,32.3759,35.84119,U
JO201200000546,2012,546,32.342625,35.811092,R
JO201200000550,2012,550,32.410046,35.748367,U
JO201200000552,2012,552,32.398357,35.76022,R
JO201200000555,2012,555,32.29643,35.69297,U
JO201200000558,2012,558,32.289165,35.69827,U
JO201200000561,2012,561,32.296013,35.71103,U
JO201200000568,2012,568,32.226196,35.674194,R
JO201200000569,2012,569,31.217522,35.780075,R
JO201200000573,2012,573,31.239134,35.827225,R
JO201200000582,2012,582,31.153051,35.68487,R
JO201200000586,2012,586,31.269587,35.85645,U
JO201200000587,2012,587,31.244543,35.874104,U
JO201200000589,2012,589,31.230417,35.901703,U
JO201200000595,2012,595,31.089628,35.69541,U
JO201200000601,2012,601,30.981606,35.888123,R
JO201200000608,2012,608,31.011797,35.767815,R
JO201200000614,2012,614,31.28898,35.71591,R
JO201200000618,2012,618,31.044218,35.482056,U
JO201200000620,2012,620,31.028696,35.47794,U
JO201200000624,2012,624,31.30012,35.535206,R
JO201200000630,2012,630,31.319416,35.671356,R
JO201200000631,2012,631,31.36561,35.668804,R
JO201200000632,2012,632,31.262321,36.03196,R
JO201200000635,2012,635,30.76329,35.60067,U
JO201200000638,2012,638,30.790451,35.603474,U
JO201200000643,2012,643,30.848751,35.636642,R
JO201200000648,2012,648,30.825514,35.650024,R
JO201200000649,2012,649,30.834429,35.60593,R
JO201200000651,2012,651,30.822012,35.606716,U
JO201200000655,2012,655,30.835684,35.600853,U
JO201200000659,2012,659,30.829771,35.60873,U
JO201200000664,2012,664,30.866392,35.612366,U
JO201200000667,2012,667,30.838928,35.613907,U
JO201200000678,2012,678,30.659904,35.619602,U
JO201200000684,2012,684,30.711283,35.647583,R
JO201200000686,2012,686,30.6728,35.624096,R
JO201200000688,2012,688,30.869884,35.97395,U
JO201200000692,2012,692,30.18461,35.72395,U
JO201200000697,2012,697,30.187763,35.74687,U
JO201200000703,2012,703,30.195757,35.729958,U
JO201200000714,2012,714,30.161522,35.530556,R
JO201200000715,2012,715,30.061577,35.457,R
JO201200000716,2012,716,30.099255,35.55254,R
JO201200000718,2012,718,30.044224,35.484768,R
JO201200000722,2012,722,30.310986,35.49184,U
JO201200000728,2012,728,30.32911,35.492844,U
JO201200000729,2012,729,30.323671,35.496838,U
JO201200000734,2012,734,30.190613,35.429874,R
JO201200000737,2012,737,30.513449,35.509842,R
JO201200000739,2012,739,30.530396,35.559364,R
JO201200000743,2012,743,30.512606,35.530994,R
JO201200000746,2012,746,30.59446,35.771976,U
JO201200000747,2012,747,30.589207,35.784107,U
JO201200000770,2012,770,29.556562,35.016464,U
JO201200000772,2012,772,29.532064,35.00036,U
JO201200000774,2012,774,29.551855,35.01294,U
JO201200000775,2012,775,29.563288,34.990494,U
JO201200000776,2012,776,29.552261,34.99382,U
JO201200000778,2012,778,29.565264,35.000156,U
JO201200000781,2012,781,29.55882,35.014774,U
JO201200000783,2012,783,29.545507,35.00156,U
JO201200000785,2012,785,29.558964,35.005486,U
JO201200000787,2012,787,29.572994,35.05338,U
JO201200000790,2012,790,29.565115,34.98826,U
JO201200000795,2012,795,29.508987,35.00739,U
JO201200000798,2012,798,30.240297,35.181,R
JO201200000801,2012,801,29.787228,35.32136,U
JO201200000804,2012,804,29.963137,35.433205,R
KE200800000005,2008,5,-1.020485,36.915817,R
KE200800000010,2008,10,0.485855,34.568024,R
KE200800000014,2008,14,-1.265283,36.78659,U
KE200800000015,2008,15,-1.248344,36.82633,U
KE200800000016,2008,16,-1.294335,36.87378,U
KE200800000024,2008,24,-0.479473,37.12775,U
KE200800000025,2008,25,-0.460825,36.350388,R
KE200800000032,2008,32,-1.260173,36.832916,U
KE200800000034,2008,34,-4.05062,39.66637,U
KE200800000038,2008,38,-4.224545,39.285164,R
KE200800000039,2008,39,3.522315,39.08599,R
KE200800000041,2008,41,-0.515689,37.336525,R
KE200800000044,2008,44,-1.047404,34.712,R
KE200800000045,2008,45,0.366318,37.68738,R
KE200800000064,2008,64,-1.054357,34.46529,U
KE200800000071,2008,71,-0.52869,36.95734,R
KE200800000073,2008,73,4.685894,35.736954,R
KE200800000074,2008,74,-0.681178,34.370094,R
KE200800000076,2008,76,0.458619,34.11174,U
KE200800000077,2008,77,-0.493126,34.731243,U
KE200800000078,2008,78,-1.092709,34.25255,R
KE200800000081,2008,81,0.834994,35.13106,U
KE200800000082,2008,82,4.120093,40.560604,R
KE200800000083,2008,83,-4.009559,39.632336,U
KE200800000085,2008,85,4.224864,37.080715,R
KE200800000086,2008,86,-1.900433,37.75515,R
KE200800000088,2008,88,-1.031148,37.07733,U
KE200800000092,2008,92,-0.738466,34.94367,R
KE200800000096,2008,96,3.481748,39.066734,R
KE200800000098,2008,98,-1.309705,36.798504,U
KE200800000101,2008,101,-1.273011,36.86376,U
KE200800000104,2008,104,0.020529,36.00391,R
KE200800000105,2008,105,-0.695046,36.44675,U
KE200800000113,2008,113,0.731889,35.13233,R
KE200800000122,2008,122,-2.519697,40.279408,R
KE200800000126,2008,126,-0.081953,34.719448,R
KE200800000127,2008,127,-0.745704,34.621788,R
KE200800000128,2008,128,-0.106353,37.63676,R
KE200800000130,2008,130,3.598279,40.93445,R
KE200800000143,2008,143,-1.21839,36.870415,U
KE200800000148,2008,148,-3.356001,39.70533,R
KE200800000149,2008,149,-1.272252,36.74523,U
KE200800000152,2008,152,-4.457894,39.248062,R
KE200800000155,2008,155,-2.430758,40.71847,R
KE200800000157,2008,157,2.717857,39.981464,R
KE200800000159,2008,159,-0.848468,36.637154,R
KE200800000164,2008,164,-1.356465,38.013527,U
KE200800000169,2008,169,0.303331,34.749203,U
KE200800000174,2008,174,0.665284,35.19668,R
KE200800000177,2008,177,-1.338622,36.896336,U
KE200800000181,2008,181,2.777018,40.944347,R
KE200800000194,2008,194,-3.75606,39.457054,R
KE200800000199,2008,199,0.432427,35.48273,R
KE200800000204,2008,204,-0.622561,34.745163,R
KE200800000206,2008,206,-1.256277,36.752094,U
KE200800000207,2008,207,0.832647,35.129055,R
KE200800000210,2008,210,0.152261,37.671696,R
KE200800000211,2008,211,-4.023659,39.667156,U
KE200800000212,2008,212,-0.514521,37.622692,R
KE200800000216,2008,216,-0.982903,34.395004,R
KE200800000217,2008,217,-3.938756,39.748245,R
KE200800000219,2008,219,-0.007405,34.63871,R
KE200800000220,2008,220,-1.686174,40.141968,R
KE200800000221,2008,221,-1.240948,36.80378,U
KE200800000224,2008,224,-0.876189,35.27591,R
KE200800000227,2008,227,-0.371984,34.987522,R
KE200800000228,2008,228,1.031558,39.29324,R
KE200800000234,2008,234,-0.666279,34.77212,U
KE200800000241,2008,241,-4.312193,39.491978,R
KE200800000243,2008,243,-1.365252,36.75036,U
KE200800000245,2008,245,0.047305,34.312065,R
KE200800000246,2008,246,-0.08043,34.758705,U
KE200800000247,2008,247,0.098015,37.479954,R
KE200800000248,2008,248,-1.247384,36.874317,U
KE200800000250,2008,250,-0.173018,34.88475,R
KE200800000252,2008,252,0.240756,37.93601,U
KE200800000253,2008,253,0.913889,40.455902,R
KE200800000259,2008,259,-1.284266,36.78452,U
KE200800000261,2008,261,-0.499823,34.003162,R
KE200800000262,2008,262,-3.215108,40.115417,U
KE200800000263,2008,263,-3.98747,39.710423,U
KE200800000265,2008,265,0.108271,36.67856,R
KE200800000271,2008,271,-1.244601,36.92017,U
KE200800000276,2008,276,-1.190038,36.92916,U
KE200800000282,2008,282,1.036653,34.97762,U
KE200800000287,2008,287,-3.770021,39.66585,R
KE200800000299,2008,299,-0.628342,36.81057,R
KE200800000301,2008,301,1.68147,39.216278,R
KE200800000302,2008,302,0.572797,34.56008,U
KE200800000306,2008,306,-3.145831,40.092175,U
KE200800000307,2008,307,0.251415,34.4496,R
KE200800000310,2008,310,-0.232511,35.369694,R
KE200800000316,2008,316,-3.776861,39.44029,U
KE200800000318,2008,318,-0.583018,35.38077,R
KE200800000319,2008,319,-1.289045,36.70637,U
KE200800000322,2008,322,-1.223488,38.09887,R
KE200800000324,2008,324,-2.972178,37.60891,R
KE200800000327,2008,327,0.002844,34.029682,R
KE200800000329,2008,329,0.52473,35.123787,R
KE200800000330,2008,330,-0.539241,34.440125,U
KE200800000332,2008,332,-4.043306,39.67539,U
KE200800000333,2008,333,0.335144,34.658775,R
KE200800000351,2008,351,-1.272181,36.8968,U
KE200800000355,2008,355,-0.042604,34.607403,R
KE200800000361,2008,361,-0.627303,34.462273,R
KE200800000365,2008,365,0.058578,34.634705,R
KE200800000367,2008,367,-0.089731,35.561638,R
KE200800000368,2008,368,-0.441826,39.63673,U
KE200800000373,2008,373,-0.832545,37.116207,R
KE200800000378,2008,378,-1.272694,36.74383,U
KE200800000387,2008,387,-0.647711,37.254486,R
KE200800000392,2008,392,-1.367673,36.75754,U
KE200800000394,2008,394,-1.237509,36.87227,U
KE200800000399,2008,399,-0.762296,36.92448,U
KE200800000400,2008,400,-0.648515,34.623837,R
KE201400000003,2014,3,-1.279646,36.74593,U
KE201400000008,2014,8,-1.312427,36.785408,U
KE201400000010,2014,10,-1.315103,36.80952,U
KE201400000014,2014,14,-1.255466,36.88677,U
KE201400000017,2014,17,-1.316275,36.91842,U
KE201400000018,2014,18,-1.29152,36.93668,U
KE201400000020,2014,20,-1.276156,36.9212,U
KE201400000021,2014,21,-1.276855,36.918133,U
KE201400000034,2014,34,-1.283677,36.8423,U
KE201400000037,2014,37,-1.260182,36.87736,U
KE201400000038,2014,38,-1.268247,36.825233,U
KE201400000042,2014,42,-1.208072,36.89869,U
KE201400000045,2014,45,-1.228412,36.93656,U
KE201400000048,2014,48,-1.258805,36.881844,U
KE201400000049,2014,49,-1.24612,36.87672,U
KE201400000050,2014,50,-1.271061,36.85728,U
KE201400000051,2014,51,-1.281637,36.839684,U
KE201400000052,2014,52,-1.276725,36.865135,U
KE201400000053,2014,53,-1.221247,36.8214,U
KE201400000055,2014,55,-1.262721,36.8014,U
KE201400000056,2014,56,-1.282941,36.816353,U
KE201400000057,2014,57,-0.19877,36.524796,U
KE201400000059,2014,59,-0.023569,36.473022,R
KE201400000060,2014,60,0.029705,36.416035,U
KE201400000064,2014,64,-0.149818,36.370735,R
KE201400000069,2014,69,-0.183179,36.257175,R
KE201400000071,2014,71,-0.331609,36.381187,U
KE201400000073,2014,73,-0.230142,36.38627,U
KE201400000076,2014,76,-0.395568,36.538647,R
KE201400000079,2014,79,-0.414554,36.428333,R
KE201400000088,2014,88,-0.761975,36.68715,R
KE201400000090,2014,90,-0.179324,37.027912,U
KE201400000097,2014,97,-0.309766,36.785843,R
KE201400000099,2014,99,-0.495424,37.12839,U
KE201400000102,2014,102,-0.387542,37.124077,R
KE201400000103,2014,103,-0.501534,37.105293,R
KE201400000106,2014,106,-0.394043,37.089916,R
KE201400000107,2014,107,-0.488713,37.00611,R
KE201400000109,2014,109,-0.5292,36.946808,R
KE201400000112,2014,112,-0.562322,36.982533,R
KE201400000117,2014,117,-0.44266,36.92586,U
KE201400000120,2014,120,-0.42296,36.977646,U
KE201400000122,2014,122,-0.426272,36.970947,U
KE201400000123,2014,123,-0.434915,36.96484,U
KE201400000124,2014,124,-0.437902,36.959496,U
KE201400000125,2014,125,-0.684701,37.28684,R
KE201400000127,2014,127,-0.728845,37.355213,R
KE201400000135,2014,135,-0.604137,37.37737,R
KE201400000144,2014,144,-0.448302,37.31485,R
KE201400000146,2014,146,-0.454555,37.177578,R
KE201400000148,2014,148,-0.574861,37.266167,R
KE201400000156,2014,156,-0.44383,37.329178,R
KE201400000157,2014,157,-0.471742,37.390083,R
KE201400000164,2014,164,-0.746186,36.93908,R
KE201400000167,2014,167,-0.668986,36.856277,R
KE201400000172,2014,172,-0.895614,37.0078,U
KE201400000173,2014,173,-0.905528,37.06852,R
KE201400000177,2014,177,-0.838574,36.90836,U
KE201400000179,2014,179,-0.842579,37.21794,U
KE201400000180,2014,180,-0.892736,37.225613,U
KE201400000185,2014,185,-0.800689,37.018837,R
KE201400000193,2014,193,-0.875451,36.88438,R
KE201400000196,2014,196,-1.198791,36.7539,U
KE201400000197,2014,197,-1.138966,36.753468,R
KE201400000198,2014,198,-1.20775,36.841393,U
KE201400000199,2014,199,-1.266976,36.600452,U
KE201400000203,2014,203,-1.226879,36.702156,U
KE201400000207,2014,207,-1.09979,36.696655,U
KE201400000208,2014,208,-0.876381,36.6235,R
KE201400000210,2014,210,-1.006705,36.73999,R
KE201400000212,2014,212,-1.136899,36.76864,R
KE201400000213,2014,213,-1.092889,36.79035,R
KE201400000216,2014,216,-1.071156,37.01282,U
KE201400000218,2014,218,-1.040039,37.07392,U
KE201400000219,2014,219,-1.053128,37.086967,U
KE201400000221,2014,221,-1.202469,36.919464,U
KE201400000222,2014,222,-1.19602,36.94953,U
KE201400000226,2014,226,-1.1643,36.94151,U
KE201400000231,2014,231,0.0,0.0,R
KE201400000238,2014,238,-4.034207,39.658615,U
KE201400000239,2014,239,-4.031102,39.662567,U
KE201400000240,2014,240,-4.008439,39.689613,U
KE201400000244,2014,244,-4.026952,39.702423,U
KE201400000247,2014,247,-4.033115,39.679256,U
KE201400000252,2014,252,-4.037301,39.6253,U
KE201400000259,2014,259,-4.013058,39.598846,U
KE201400000261,2014,261,-4.014041,39.618114,U
KE201400000265,2014,265,-4.111029,39.649094,U
KE201400000271,2014,271,-4.22447,39.38537,R
KE201400000273,2014,273,-4.115351,39.614323,R
KE201400000278,2014,278,-3.909192,39.45911,R
KE201400000285,2014,285,-4.272349,39.551334,U
KE201400000286,2014,286,-4.284683,39.590443,U
KE201400000287,2014,287,-4.282838,39.565987,U
KE201400000290,2014,290,-4.291076,39.576572,U
KE201400000296,2014,296,-4.367214,39.03675,R
KE201400000297,2014,297,-4.660926,39.20073,R
KE201400000301,2014,301,-3.463826,39.936024,R
KE201400000304,2014,304,-3.630742,39.868465,U
KE201400000306,2014,306,-3.952572,39.742744,U
KE201400000309,2014,309,-3.850899,39.806965,R
KE201400000312,2014,312,-3.590507,39.527397,R
KE201400000316,2014,316,-3.842308,39.634,R
KE201400000321,2014,321,-3.880782,39.542767,R
KE201400000323,2014,323,-3.211529,40.11116,U
KE201400000324,2014,324,-3.223763,40.116478,U
KE201400000326,2014,326,-3.24377,40.101517,U
KE201400000327,2014,327,-3.218197,40.11917,U
KE201400000328,2014,328,-3.216621,40.067123,R
KE201400000332,2014,332,-3.110758,40.141823,R
KE201400000333,2014,333,-2.751674,40.16295,R
KE201400000334,2014,334,-3.290975,39.813766,R
KE201400000340,2014,340,-0.694972,39.76162,R
KE201400000342,2014,342,-1.492789,40.015476,U
KE201400000345,2014,345,-1.51826,40.068542,U
KE201400000349,2014,349,-0.463706,39.603718,U
KE201400000353,2014,353,-0.426962,39.400215,R
KE201400000362,2014,362,-2.490288,40.478764,R
KE201400000365,2014,365,-2.493213,40.225285,R
KE201400000369,2014,369,-2.271723,40.886417,U
KE201400000370,2014,370,-2.260345,40.895725,U
KE201400000375,2014,375,-2.276568,40.903244,U
KE201400000382,2014,382,-2.389919,40.761295,R
KE201400000384,2014,384,-2.375449,40.691395,U
KE201400000389,2014,389,-2.387769,40.570614,R
KE201400000390,2014,390,-2.357282,40.663143,R
KE201400000391,2014,391,-2.345333,40.696377,R
KE201400000392,2014,392,-2.373058,40.461243,R
KE201400000396,2014,396,-2.12993,41.06531,R
KE201400000403,2014,403,-3.384242,38.54889,R
KE201400000407,2014,407,-3.399587,38.558575,U
KE201400000409,2014,409,-3.479944,38.41552,R
KE201400000411,2014,411,-3.636601,38.381954,R
KE201400000412,2014,412,-3.449785,38.326565,R
KE201400000416,2014,416,-3.280824,38.266453,R
KE201400000418,2014,418,-3.397673,38.359547,R
KE201400000419,2014,419,-3.377656,38.34533,R
KE201400000421,2014,421,-3.354748,38.500362,R
KE201400000425,2014,425,-3.363061,37.687176,R
KE201400000428,2014,428,-3.424485,37.693478,U
KE201400000432,2014,432,2.329184,37.94339,R
KE201400000450,2014,450,1.854861,37.454052,R
KE201400000454,2014,454,3.516632,39.0719,U
KE201400000458,2014,458,3.528306,39.077477,U
KE201400000459,2014,459,3.201147,39.201027,R
KE201400000460,2014,460,3.45067,39.05626,R
KE201400000463,2014,463,0.348003,37.57358,U
KE201400000471,2014,471,0.358663,37.554802,R
KE201400000473,2014,473,0.401648,37.57875,U
KE201400000477,2014,477,0.548846,37.721798,R
KE201400000481,2014,481,0.87393,38.497562,R
KE201400000485,2014,485,1.610971,38.94549,R
KE201400000492,2014,492,1.034683,39.259384,R
KE201400000496,2014,496,-0.001947,37.613636,R
KE201400000504,2014,504,0.023903,37.776947,R
KE201400000506,2014,506,0.062009,37.63383,U
KE201400000508,2014,508,0.040978,37.63868,U
KE201400000510,2014,510,-0.064991,37.66775,U
KE201400000523,2014,523,0.289382,37.88531,R
KE201400000524,2014,524,0.194116,37.978863,R
KE201400000526,2014,526,0.154022,37.851467,R
KE201400000534,2014,534,-0.332799,37.636497,U
KE201400000535,2014,535,-0.36206,37.756287,R
KE201400000536,2014,536,-0.305443,37.67759,U
KE201400000538,2014,538,-0.387891,37.686623,R
KE201400000541,2014,541,-0.342744,37.66276,R
KE201400000545,2014,545,-0.247145,37.598793,R
KE201400000546,2014,546,-0.317768,37.7183,R
KE201400000548,2014,548,-0.226208,37.66629,U
KE201400000551,2014,551,-0.255498,37.66441,U
KE201400000557,2014,557,-0.040081,37.920696,R
KE201400000560,2014,560,0.021916,38.046436,R
KE201400000570,2014,570,-0.581036,37.48564,U
KE201400000572,2014,572,-0.423025,37.482502,R
KE201400000579,2014,579,-0.484662,37.62388,R
KE201400000580,2014,580,-0.462447,37.584034,U
KE201400000584,2014,584,-0.543542,37.5412,R
KE201400000591,2014,591,-0.817949,37.423042,R
KE201400000593,2014,593,-0.641143,37.61396,R
KE201400000600,2014,600,-1.397596,37.99899,U
KE201400000603,2014,603,-1.273152,37.97991,R
KE201400000611,2014,611,-1.849476,38.013077,R
KE201400000618,2014,618,-0.936233,38.060165,U
KE201400000623,2014,623,-1.092823,38.025978,R
KE201400000624,2014,624,-1.024224,37.989082,R
KE201400000629,2014,629,-0.704131,38.046482,R
KE201400000632,2014,632,-1.291955,36.995968,U
KE201400000635,2014,635,-1.391189,37.24523,U
KE201400000641,2014,641,-1.418263,37.317886,U
KE201400000646,2014,646,-1.196755,37.35597,R
KE201400000650,2014,650,-1.516178,37.67192,R
KE201400000651,2014,651,-0.895003,37.746193,R
KE201400000661,2014,661,-1.337319,37.383537,U
KE201400000665,2014,665,-1.139872,37.273968,U
KE201400000669,2014,669,-1.812395,37.363758,R
KE201400000672,2014,672,-1.795983,37.633293,U
KE201400000674,2014,674,-1.896272,37.623577,U
KE201400000682,2014,682,-1.754687,37.49204,R
KE201400000683,2014,683,-2.685938,38.158283,U
KE201400000684,2014,684,-2.545405,38.111023,R
KE201400000688,2014,688,-2.325797,37.854935,R
KE201400000692,2014,692,-2.452408,38.047874,R
KE201400000694,2014,694,-1.946618,37.320473,R
KE201400000699,2014,699,-2.120693,37.567055,R
